site_id,site_name_short,water_body,date,type,do_mg,sal,tss,n_total,p_po4,p_total
369,Long Reef,Port Phillip  Bay,2012-10-30,surface,8.0,35.0,0.59,180.0,49.0,73.0
1911,Corio,Port Phillip  Bay,2012-10-30,surface,8.5,35.0,0.49,180.0,46.0,63.0
1991,Hobsons Bay,Port Phillip  Bay,2012-10-30,surface,7.6,29.0,2.0,290.0,49.0,72.0
2096,Newport,Port Phillip  Bay,2012-10-30,surface,7.2,29.0,3.4,330.0,51.0,79.0
369,Long Reef,Port Phillip  Bay,2012-11-26,surface,7.8,35.0,2.1,190.0,71.0,98.0
1282,Dromana,Port Phillip  Bay,2012-11-26,surface,7.8,34.0,0.58,130.0,32.0,49.0
1911,Corio,Port Phillip  Bay,2012-11-26,surface,7.2,35.0,1.8,190.0,43.0,64.0
2100,Popes Eye,Port Phillip  Bay,2012-11-26,surface,7.8,35.0,1.5,97.0,9.0,17.0
939,Patterson River,Port Phillip  Bay,2012-11-27,surface,7.6,33.0,1.7,170.0,41.0,62.0
1229,Central,Port Phillip  Bay,2012-11-27,surface,7.7,34.0,1.1,180.0,47.0,66.0
1991,Hobsons Bay,Port Phillip  Bay,2012-11-28,surface,7.7,33.0,2.7,190.0,52.0,81.0
2096,Newport,Port Phillip  Bay,2012-11-28,surface,6.7,24.0,7.0,550.0,50.0,94.0
369,Long Reef,Port Phillip  Bay,2012-12-18,surface,7.1,35.0,2.8,190.0,81.0,110.0
939,Patterson River,Port Phillip  Bay,2012-12-18,surface,7.3,32.0,3.2,230.0,43.0,63.0
1229,Central,Port Phillip  Bay,2012-12-18,surface,7.4,34.0,1.2,140.0,46.0,59.0
1282,Dromana,Port Phillip  Bay,2012-12-18,surface,7.4,35.0,1.1,140.0,40.0,56.0
1991,Hobsons Bay,Port Phillip  Bay,2012-12-18,surface,7.7,34.0,3.7,210.0,59.0,90.0
2096,Newport,Port Phillip  Bay,2012-12-18,surface,6.9,31.0,3.5,330.0,60.0,88.0
1911,Corio,Port Phillip  Bay,2012-12-20,surface,6.7,35.0,3.8,220.0,61.0,89.0
2100,Popes Eye,Port Phillip  Bay,2012-12-20,surface,7.3,35.0,1.5,120.0,28.0,41.0
939,Patterson River,Port Phillip  Bay,2013-01-24,surface,6.9,35.0,0.78,170.0,49.0,66.0
1229,Central,Port Phillip  Bay,2013-01-24,surface,7.0,35.0,1.4,170.0,48.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2013-01-24,surface,7.1,34.0,4.4,190.0,51.0,78.0
2096,Newport,Port Phillip  Bay,2013-01-24,surface,7.6,32.0,7.8,230.0,42.0,78.0
369,Long Reef,Port Phillip  Bay,2013-01-30,surface,7.0,36.0,2.6,180.0,49.0,66.0
1282,Dromana,Port Phillip  Bay,2013-01-30,surface,7.0,35.0,0.87,170.0,39.0,58.0
1911,Corio,Port Phillip  Bay,2013-01-30,surface,7.7,36.0,3.0,210.0,62.0,87.0
2100,Popes Eye,Port Phillip  Bay,2013-01-30,surface,7.3,36.0,0.77,98.0,3.6,14.0
369,Long Reef,Port Phillip  Bay,2013-03-06,surface,9.5,35.0,4.7,310.0,230.0,290.0
1229,Central,Port Phillip  Bay,2013-03-06,surface,7.0,35.0,1.2,160.0,49.0,67.0
1911,Corio,Port Phillip  Bay,2013-03-06,surface,7.0,36.0,1.6,220.0,68.0,98.0
1991,Hobsons Bay,Port Phillip  Bay,2013-03-06,surface,6.7,34.0,4.2,210.0,54.0,79.0
2096,Newport,Port Phillip  Bay,2013-03-06,surface,7.1,30.0,6.2,320.0,51.0,82.0
939,Patterson River,Port Phillip  Bay,2013-03-07,surface,7.1,35.0,0.93,150.0,47.0,66.0
1282,Dromana,Port Phillip  Bay,2013-03-07,surface,7.1,35.0,0.83,180.0,48.0,62.0
2100,Popes Eye,Port Phillip  Bay,2013-03-07,surface,7.3,36.0,0.63,100.0,6.1,13.0
939,Patterson River,Port Phillip  Bay,2013-03-25,surface,6.9,35.0,0.97,170.0,54.0,72.0
1229,Central,Port Phillip  Bay,2013-03-25,surface,6.9,36.0,1.4,170.0,48.0,61.0
1282,Dromana,Port Phillip  Bay,2013-03-25,surface,7.0,36.0,0.86,190.0,49.0,68.0
2100,Popes Eye,Port Phillip  Bay,2013-03-25,surface,7.2,36.0,0.96,150.0,7.6,16.0
369,Long Reef,Port Phillip  Bay,2013-03-26,surface,7.4,36.0,0.97,190.0,87.0,100.0
1911,Corio,Port Phillip  Bay,2013-03-26,surface,7.2,37.0,1.9,220.0,66.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,2013-03-26,surface,6.9,35.0,3.5,200.0,54.0,84.0
2096,Newport,Port Phillip  Bay,2013-03-26,surface,6.6,31.0,3.2,330.0,59.0,86.0
939,Patterson River,Port Phillip  Bay,2013-04-30,surface,7.6,34.0,1.8,170.0,60.0,75.0
1229,Central,Port Phillip  Bay,2013-04-30,surface,7.5,36.0,0.67,130.0,52.0,61.0
1282,Dromana,Port Phillip  Bay,2013-04-30,surface,7.5,36.0,0.48,120.0,50.0,60.0
1991,Hobsons Bay,Port Phillip  Bay,2013-04-30,surface,7.4,35.0,1.2,160.0,66.0,87.0
2096,Newport,Port Phillip  Bay,2013-04-30,surface,6.9,32.0,2.5,280.0,64.0,93.0
369,Long Reef,Port Phillip  Bay,2013-05-02,surface,7.6,36.0,1.5,150.0,80.0,99.0
1911,Corio,Port Phillip  Bay,2013-05-02,surface,7.4,37.0,2.1,180.0,72.0,94.0
2100,Popes Eye,Port Phillip  Bay,2013-05-02,surface,7.5,36.0,1.6,110.0,34.0,39.0
1282,Dromana,Port Phillip  Bay,2013-07-26,surface,8.4,35.0,1.0,150.0,61.0,67.0
369,Long Reef,Port Phillip  Bay,2013-07-30,surface,9.0,35.0,0.88,300.0,140.0,150.0
1911,Corio,Port Phillip  Bay,2013-07-30,surface,8.4,36.0,0.87,210.0,75.0,83.0
2100,Popes Eye,Port Phillip  Bay,2013-07-30,surface,8.2,35.0,0.78,130.0,44.0,45.0
939,Patterson River,Port Phillip  Bay,2013-08-01,surface,8.5,31.0,3.8,270.0,59.0,71.0
1229,Central,Port Phillip  Bay,2013-08-01,surface,8.5,36.0,0.78,130.0,57.0,69.0
1991,Hobsons Bay,Port Phillip  Bay,2013-08-01,surface,8.4,35.0,1.2,190.0,60.0,69.0
2096,Newport,Port Phillip  Bay,2013-08-01,surface,8.2,29.0,3.3,270.0,60.0,74.0
939,Patterson River,Port Phillip  Bay,2013-09-27,surface,7.8,,17.0,510.0,53.0,94.0
1991,Hobsons Bay,Port Phillip  Bay,2013-09-27,surface,7.9,33.0,3.1,270.0,59.0,85.0
2096,Newport,Port Phillip  Bay,2013-09-27,surface,7.7,23.0,9.5,550.0,50.0,78.0
369,Long Reef,Port Phillip  Bay,2013-09-29,surface,7.6,35.0,1.9,180.0,77.0,99.0
1229,Central,Port Phillip  Bay,2013-09-29,surface,8.0,35.0,1.2,120.0,46.0,62.0
1282,Dromana,Port Phillip  Bay,2013-09-29,surface,7.9,35.0,1.2,150.0,32.0,49.0
1911,Corio,Port Phillip  Bay,2013-09-29,surface,7.5,36.0,1.9,200.0,64.0,84.0
2100,Popes Eye,Port Phillip  Bay,2013-09-29,surface,7.9,35.0,0.86,120.0,39.0,53.0
939,Patterson River,Port Phillip  Bay,2013-10-28,surface,8.1,34.0,2.0,180.0,46.0,61.0
1229,Central,Port Phillip  Bay,2013-10-28,surface,8.1,35.0,0.58,160.0,49.0,63.0
1991,Hobsons Bay,Port Phillip  Bay,2013-10-28,surface,8.1,34.0,1.2,220.0,87.0,110.0
2096,Newport,Port Phillip  Bay,2013-10-28,surface,7.9,22.0,5.0,560.0,45.0,64.0
1282,Dromana,Port Phillip  Bay,2013-10-29,surface,8.2,35.0,0.29,130.0,33.0,44.0
2100,Popes Eye,Port Phillip  Bay,2013-10-29,surface,7.9,36.0,0.86,99.0,5.8,11.0
369,Long Reef,Port Phillip  Bay,2013-10-30,surface,7.9,36.0,1.5,200.0,62.0,82.0
1911,Corio,Port Phillip  Bay,2013-10-30,surface,8.0,36.0,1.9,210.0,60.0,77.0
369,Long Reef,Port Phillip  Bay,2014-01-15,surface,7.1,36.0,0.56,160.0,68.0,80.0
1229,Central,Port Phillip  Bay,2014-01-15,surface,7.4,35.0,0.37,130.0,48.0,60.0
1911,Corio,Port Phillip  Bay,2014-01-15,surface,7.2,36.0,0.71,170.0,59.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2014-01-15,surface,7.1,35.0,1.5,160.0,56.0,80.0
2096,Newport,Port Phillip  Bay,2014-01-15,surface,6.6,32.0,2.5,230.0,49.0,80.0
2100,Popes Eye,Port Phillip  Bay,2014-01-15,surface,7.5,36.0,0.63,70.0,10.0,10.0
939,Patterson River,Port Phillip  Bay,2014-01-16,surface,7.4,35.0,0.45,160.0,52.0,70.0
1282,Dromana,Port Phillip  Bay,2014-01-16,surface,7.2,35.0,0.23,120.0,42.0,50.0
939,Patterson River,Port Phillip  Bay,2014-02-24,surface,7.3,36.0,0.7,170.0,45.0,70.0
1229,Central,Port Phillip  Bay,2014-02-24,surface,7.1,36.0,1.1,130.0,43.0,60.0
1282,Dromana,Port Phillip  Bay,2014-02-24,surface,7.2,36.0,0.5,130.0,35.0,50.0
2100,Popes Eye,Port Phillip  Bay,2014-02-24,surface,7.2,36.0,3.7,60.0,5.0,8.0
369,Long Reef,Port Phillip  Bay,2014-02-25,surface,7.3,36.0,0.82,270.0,110.0,150.0
1911,Corio,Port Phillip  Bay,2014-02-25,surface,7.1,37.0,1.8,210.0,67.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2014-02-25,surface,7.4,35.0,2.2,170.0,60.0,90.0
2096,Newport,Port Phillip  Bay,2014-02-25,surface,7.0,33.0,3.5,250.0,61.0,100.0
939,Patterson River,Port Phillip  Bay,2014-03-13,surface,7.2,36.0,0.2,150.0,53.0,80.0
1229,Central,Port Phillip  Bay,2014-03-13,surface,7.1,36.0,0.58,150.0,49.0,70.0
1282,Dromana,Port Phillip  Bay,2014-03-13,surface,7.3,36.0,0.06,140.0,44.0,70.0
2100,Popes Eye,Port Phillip  Bay,2014-03-13,surface,7.2,36.0,0.11,100.0,5.0,10.0
369,Long Reef,Port Phillip  Bay,2014-03-14,surface,7.4,36.0,0.55,220.0,98.0,140.0
1911,Corio,Port Phillip  Bay,2014-03-14,surface,6.8,37.0,1.2,210.0,61.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,2014-03-14,surface,6.9,36.0,2.6,200.0,63.0,100.0
2096,Newport,Port Phillip  Bay,2014-03-14,surface,6.2,31.0,2.8,340.0,57.0,100.0
369,Long Reef,Port Phillip  Bay,2014-04-14,surface,7.4,36.0,1.2,150.0,72.0,73.0
1229,Central,Port Phillip  Bay,2014-04-14,surface,7.4,36.0,1.2,100.0,49.0,50.0
1911,Corio,Port Phillip  Bay,2014-04-14,surface,7.7,37.0,0.68,170.0,58.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2014-04-14,surface,7.4,33.0,1.9,180.0,56.0,60.0
2096,Newport,Port Phillip  Bay,2014-04-14,surface,6.8,24.0,5.1,510.0,45.0,100.0
939,Patterson River,Port Phillip  Bay,2014-04-15,surface,7.5,36.0,0.47,140.0,66.0,70.0
1282,Dromana,Port Phillip  Bay,2014-04-15,surface,7.6,36.0,0.21,140.0,64.0,70.0
2100,Popes Eye,Port Phillip  Bay,2014-04-15,surface,7.5,36.0,0.28,110.0,40.0,42.0
1229,Central,Port Phillip  Bay,2014-05-12,surface,7.8,36.0,0.7,150.0,58.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2014-05-12,surface,8.0,35.0,1.3,170.0,61.0,80.0
2096,Newport,Port Phillip  Bay,2014-05-12,surface,7.3,,5.5,360.0,57.0,80.0
2100,Popes Eye,Port Phillip  Bay,2014-05-12,surface,7.9,36.0,0.65,150.0,29.0,40.0
369,Long Reef,Port Phillip  Bay,2014-05-13,surface,8.4,36.0,0.76,410.0,300.0,340.0
939,Patterson River,Port Phillip  Bay,2014-05-13,surface,8.4,35.0,0.85,160.0,53.0,80.0
1282,Dromana,Port Phillip  Bay,2014-05-13,surface,8.1,36.0,0.58,140.0,48.0,70.0
1911,Corio,Port Phillip  Bay,2014-05-13,surface,7.9,37.0,0.97,190.0,71.0,90.0
369,Long Reef,Port Phillip  Bay,2014-06-17,surface,8.4,36.0,1.5,250.0,100.0,120.0
1911,Corio,Port Phillip  Bay,2014-06-17,surface,8.0,37.0,2.6,250.0,70.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2014-06-17,surface,8.2,36.0,1.9,240.0,77.0,90.0
2096,Newport,Port Phillip  Bay,2014-06-17,surface,7.9,29.0,4.2,470.0,68.0,90.0
939,Patterson River,Port Phillip  Bay,2014-06-21,surface,8.3,36.0,0.77,180.0,60.0,70.0
1229,Central,Port Phillip  Bay,2014-06-21,surface,8.1,36.0,1.3,200.0,57.0,70.0
1282,Dromana,Port Phillip  Bay,2014-06-21,surface,8.2,36.0,1.1,200.0,52.0,60.0
2100,Popes Eye,Port Phillip  Bay,2014-06-21,surface,8.0,36.0,0.71,150.0,5.0,10.0
369,Long Reef,Port Phillip  Bay,2014-07-21,surface,8.9,36.0,2.2,170.0,90.0,110.0
369,Long Reef,Port Phillip  Bay,2014-07-21,surface,9.7,36.0,,,,
1229,Central,Port Phillip  Bay,2014-07-21,surface,8.6,36.0,2.7,130.0,52.0,70.0
1229,Central,Port Phillip  Bay,2014-07-21,surface,9.3,36.0,,,,
1911,Corio,Port Phillip  Bay,2014-07-21,surface,8.7,36.0,2.7,1500.0,71.0,90.0
1911,Corio,Port Phillip  Bay,2014-07-21,surface,9.3,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2014-07-21,surface,8.4,35.0,2.2,160.0,53.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2014-07-21,surface,9.1,36.0,,,,
2096,Newport,Port Phillip  Bay,2014-07-21,surface,9.1,,9.0,670.0,35.0,50.0
2096,Newport,Port Phillip  Bay,2014-07-21,surface,9.1,30.0,,,,
939,Patterson River,Port Phillip  Bay,2014-07-22,surface,8.8,35.0,1.8,190.0,48.0,60.0
939,Patterson River,Port Phillip  Bay,2014-07-22,surface,9.6,35.0,,,,
1282,Dromana,Port Phillip  Bay,2014-07-22,surface,8.7,36.0,1.5,120.0,36.0,40.0
1282,Dromana,Port Phillip  Bay,2014-07-22,surface,9.4,36.0,,,,
2100,Popes Eye,Port Phillip  Bay,2014-07-22,surface,8.2,36.0,1.8,80.0,9.0,10.0
2100,Popes Eye,Port Phillip  Bay,2014-07-22,surface,8.7,36.0,,,,
369,Long Reef,Port Phillip  Bay,2014-08-19,surface,8.7,36.0,1.9,160.0,110.0,140.0
369,Long Reef,Port Phillip  Bay,2014-08-19,surface,9.5,36.0,,,,
1229,Central,Port Phillip  Bay,2014-08-19,surface,8.7,36.0,1.9,120.0,48.0,70.0
1229,Central,Port Phillip  Bay,2014-08-19,surface,9.4,36.0,,,,
1911,Corio,Port Phillip  Bay,2014-08-19,surface,8.3,36.0,2.2,160.0,68.0,100.0
1911,Corio,Port Phillip  Bay,2014-08-19,surface,9.0,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2014-08-19,surface,9.7,31.0,7.3,320.0,67.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,2014-08-19,surface,11.0,31.0,,,,
2096,Newport,Port Phillip  Bay,2014-08-19,surface,9.7,22.0,11.0,670.0,54.0,110.0
2096,Newport,Port Phillip  Bay,2014-08-19,surface,11.0,25.0,,,,
939,Patterson River,Port Phillip  Bay,2014-08-20,surface,8.5,36.0,1.1,110.0,51.0,60.0
939,Patterson River,Port Phillip  Bay,2014-08-20,surface,9.1,36.0,,,,
1282,Dromana,Port Phillip  Bay,2014-08-20,surface,8.6,36.0,2.0,100.0,33.0,40.0
1282,Dromana,Port Phillip  Bay,2014-08-20,surface,9.4,36.0,,,,
2100,Popes Eye,Port Phillip  Bay,2014-08-20,surface,8.4,36.0,1.7,110.0,27.0,40.0
2100,Popes Eye,Port Phillip  Bay,2014-08-20,surface,9.0,36.0,,,,
369,Long Reef,Port Phillip  Bay,2014-09-15,surface,8.8,35.0,2.6,640.0,280.0,330.0
369,Long Reef,Port Phillip  Bay,2014-09-15,surface,9.6,35.0,,,,
1229,Central,Port Phillip  Bay,2014-09-15,surface,8.4,36.0,3.5,160.0,44.0,60.0
1229,Central,Port Phillip  Bay,2014-09-15,surface,9.0,36.0,,,,
1911,Corio,Port Phillip  Bay,2014-09-15,surface,8.1,36.0,2.9,220.0,58.0,80.0
1911,Corio,Port Phillip  Bay,2014-09-15,surface,8.8,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2014-09-15,surface,8.3,34.0,3.3,200.0,48.0,70.0
1991,Hobsons Bay,Port Phillip  Bay,2014-09-15,surface,9.0,35.0,,,,
2096,Newport,Port Phillip  Bay,2014-09-15,surface,8.3,25.0,4.2,460.0,40.0,70.0
2096,Newport,Port Phillip  Bay,2014-09-15,surface,9.2,24.0,,,,
939,Patterson River,Port Phillip  Bay,2014-09-19,surface,8.3,36.0,5.5,160.0,48.0,70.0
939,Patterson River,Port Phillip  Bay,2014-09-19,surface,8.9,36.0,,,,
1282,Dromana,Port Phillip  Bay,2014-09-19,surface,8.3,35.0,2.7,130.0,20.0,30.0
1282,Dromana,Port Phillip  Bay,2014-09-19,surface,8.8,36.0,,,,
2100,Popes Eye,Port Phillip  Bay,2014-09-19,surface,8.1,36.0,2.5,100.0,20.0,20.0
2100,Popes Eye,Port Phillip  Bay,2014-09-19,surface,8.6,36.0,,,,
369,Long Reef,Port Phillip  Bay,2014-10-24,surface,8.4,36.0,4.7,670.0,370.0,410.0
369,Long Reef,Port Phillip  Bay,2014-10-24,surface,9.3,36.0,,,,
1229,Central,Port Phillip  Bay,2014-10-24,surface,8.0,36.0,2.1,110.0,46.0,60.0
1229,Central,Port Phillip  Bay,2014-10-24,surface,8.6,36.0,,,,
1911,Corio,Port Phillip  Bay,2014-10-24,surface,7.9,36.0,4.7,170.0,58.0,70.0
1911,Corio,Port Phillip  Bay,2014-10-24,surface,8.5,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2014-10-24,surface,8.2,35.0,3.8,140.0,59.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2014-10-24,surface,8.5,35.0,,,,
2096,Newport,Port Phillip  Bay,2014-10-24,surface,8.2,30.0,5.2,300.0,53.0,80.0
2096,Newport,Port Phillip  Bay,2014-10-24,surface,8.3,31.0,,,,
2100,Popes Eye,Port Phillip  Bay,2014-10-24,surface,7.9,36.0,2.0,90.0,33.0,40.0
2100,Popes Eye,Port Phillip  Bay,2014-10-24,surface,8.4,36.0,,,,
939,Patterson River,Port Phillip  Bay,2014-10-25,surface,7.8,36.0,2.6,100.0,44.0,50.0
939,Patterson River,Port Phillip  Bay,2014-10-25,surface,8.4,36.0,,,,
1282,Dromana,Port Phillip  Bay,2014-10-25,surface,7.6,36.0,2.2,110.0,34.0,40.0
1282,Dromana,Port Phillip  Bay,2014-10-25,surface,8.1,36.0,,,,
939,Patterson River,Port Phillip  Bay,2014-11-28,surface,7.6,35.0,3.0,200.0,45.0,70.0
939,Patterson River,Port Phillip  Bay,2014-11-28,surface,7.8,35.0,,,,
1282,Dromana,Port Phillip  Bay,2014-11-28,surface,7.8,36.0,2.2,130.0,26.0,40.0
1282,Dromana,Port Phillip  Bay,2014-11-28,surface,8.3,36.0,,,0.0,
2100,Popes Eye,Port Phillip  Bay,2014-11-28,surface,7.6,36.0,2.3,140.0,29.0,40.0
2100,Popes Eye,Port Phillip  Bay,2014-11-28,surface,8.0,36.0,,,,
369,Long Reef,Port Phillip  Bay,2014-11-29,surface,7.6,37.0,3.8,240.0,85.0,120.0
369,Long Reef,Port Phillip  Bay,2014-11-29,surface,7.2,37.0,,,,
1229,Central,Port Phillip  Bay,2014-11-29,surface,7.6,36.0,2.5,140.0,45.0,60.0
1229,Central,Port Phillip  Bay,2014-11-29,surface,8.0,36.0,,,,
1911,Corio,Port Phillip  Bay,2014-11-29,surface,7.3,37.0,5.0,220.0,56.0,80.0
1911,Corio,Port Phillip  Bay,2014-11-29,surface,7.7,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2014-11-29,surface,7.1,34.0,5.9,230.0,59.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2014-11-29,surface,7.6,34.0,,,,
2096,Newport,Port Phillip  Bay,2014-11-29,surface,7.1,27.0,5.5,360.0,52.0,90.0
2096,Newport,Port Phillip  Bay,2014-11-29,surface,7.2,29.0,,,,
369,Long Reef,Port Phillip  Bay,2014-12-17,surface,7.5,36.0,4.5,230.0,100.0,150.0
369,Long Reef,Port Phillip  Bay,2014-12-17,surface,,36.0,,,,
939,Patterson River,Port Phillip  Bay,2014-12-17,surface,7.4,36.0,4.8,220.0,57.0,100.0
939,Patterson River,Port Phillip  Bay,2014-12-17,surface,,36.0,,,,
1229,Central,Port Phillip  Bay,2014-12-17,surface,7.4,36.0,2.8,130.0,50.0,70.0
1229,Central,Port Phillip  Bay,2014-12-17,surface,7.5,36.0,,,,
1911,Corio,Port Phillip  Bay,2014-12-17,surface,7.0,37.0,3.7,210.0,63.0,90.0
1911,Corio,Port Phillip  Bay,2014-12-17,surface,,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2014-12-17,surface,7.2,35.0,6.2,180.0,62.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2014-12-17,surface,7.6,35.0,,,,
2096,Newport,Port Phillip  Bay,2014-12-17,surface,7.0,34.0,4.9,220.0,62.0,90.0
2096,Newport,Port Phillip  Bay,2014-12-17,surface,,34.0,,,,
1282,Dromana,Port Phillip  Bay,2014-12-19,surface,7.4,36.0,2.8,140.0,20.0,40.0
1282,Dromana,Port Phillip  Bay,2014-12-19,surface,7.8,36.0,,,,
2100,Popes Eye,Port Phillip  Bay,2014-12-19,surface,7.6,36.0,2.0,80.0,5.0,10.0
2100,Popes Eye,Port Phillip  Bay,2014-12-19,surface,7.6,36.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2015-02-18,surface,,,2.3,200.0,58.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2015-02-18,surface,7.3,35.0,,,,
369,Long Reef,Port Phillip  Bay,2015-03-01,surface,,,1.5,190.0,76.0,90.0
369,Long Reef,Port Phillip  Bay,2015-03-01,surface,,37.0,,,,
1911,Corio,Port Phillip  Bay,2015-03-01,surface,,,1.7,220.0,55.0,90.0
1911,Corio,Port Phillip  Bay,2015-03-01,surface,,37.0,,,,
369,Long Reef,Port Phillip  Bay,2015-03-30,surface,7.6,37.0,0.7,160.0,71.0,80.0
369,Long Reef,Port Phillip  Bay,2015-03-30,surface,8.1,37.0,,,,
939,Patterson River,Port Phillip  Bay,2015-03-30,surface,7.6,36.0,1.1,160.0,46.0,60.0
939,Patterson River,Port Phillip  Bay,2015-03-30,surface,8.1,36.0,,,,
1911,Corio,Port Phillip  Bay,2015-03-30,surface,7.6,38.0,1.0,200.0,60.0,90.0
1911,Corio,Port Phillip  Bay,2015-03-30,surface,8.2,38.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2015-03-30,surface,7.6,36.0,1.7,160.0,78.0,100.0
1991,Hobsons Bay,Port Phillip  Bay,2015-03-30,surface,8.1,36.0,,,,
369,Long Reef,Port Phillip  Bay,2015-04-29,surface,,,0.5,160.0,64.0,90.0
369,Long Reef,Port Phillip  Bay,2015-04-29,surface,8.4,37.0,,,,
939,Patterson River,Port Phillip  Bay,2015-04-29,surface,,,3.1,160.0,49.0,70.0
939,Patterson River,Port Phillip  Bay,2015-04-29,surface,8.3,36.0,,,,
1911,Corio,Port Phillip  Bay,2015-04-29,surface,,,1.0,150.0,70.0,80.0
1911,Corio,Port Phillip  Bay,2015-04-29,surface,8.0,38.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2015-04-29,surface,,,1.9,240.0,86.0,120.0
1991,Hobsons Bay,Port Phillip  Bay,2015-04-29,surface,8.3,36.0,,,,
2096,Newport,Port Phillip  Bay,2015-04-29,surface,,,3.3,340.0,82.0,110.0
2096,Newport,Port Phillip  Bay,2015-04-29,surface,7.8,32.0,,,,
369,Long Reef,Port Phillip  Bay,2015-05-26,surface,,,0.5,260.0,120.0,150.0
369,Long Reef,Port Phillip  Bay,2015-05-26,surface,9.1,37.0,,,,
939,Patterson River,Port Phillip  Bay,2015-05-26,surface,,,3.1,180.0,61.0,90.0
939,Patterson River,Port Phillip  Bay,2015-05-26,surface,8.5,36.0,,,,
1911,Corio,Port Phillip  Bay,2015-05-26,surface,,,0.3,180.0,65.0,90.0
1911,Corio,Port Phillip  Bay,2015-05-26,surface,8.8,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2015-05-26,surface,,,2.9,200.0,76.0,110.0
1991,Hobsons Bay,Port Phillip  Bay,2015-05-26,surface,8.8,36.0,,,,
2096,Newport,Port Phillip  Bay,2015-05-26,surface,,,9.8,460.0,58.0,90.0
2096,Newport,Port Phillip  Bay,2015-05-26,surface,8.4,24.0,,,,
369,Long Reef,Port Phillip  Bay,2015-06-26,surface,,,1.6,230.0,110.0,150.0
369,Long Reef,Port Phillip  Bay,2015-06-26,surface,9.3,37.0,,,,
939,Patterson River,Port Phillip  Bay,2015-06-26,surface,,,1.5,160.0,63.0,90.0
939,Patterson River,Port Phillip  Bay,2015-06-26,surface,8.9,36.0,,,,
1229,Central,Port Phillip  Bay,2015-06-26,surface,,,3.8,150.0,55.0,80.0
1229,Central,Port Phillip  Bay,2015-06-26,surface,8.8,37.0,,,,
1911,Corio,Port Phillip  Bay,2015-06-26,surface,,,1.7,180.0,62.0,90.0
1911,Corio,Port Phillip  Bay,2015-06-26,surface,8.8,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2015-06-26,surface,,,8.5,180.0,66.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2015-06-26,surface,9.0,36.0,,,,
2096,Newport,Port Phillip  Bay,2015-06-26,surface,,,3.3,250.0,65.0,90.0
2096,Newport,Port Phillip  Bay,2015-06-26,surface,8.5,34.0,,,,
369,Long Reef,Port Phillip  Bay,2015-07-23,surface,,,3.7,370.0,160.0,180.0
369,Long Reef,Port Phillip  Bay,2015-07-23,surface,9.5,36.0,,,,
939,Patterson River,Port Phillip  Bay,2015-07-23,surface,,,2.7,180.0,59.0,70.0
939,Patterson River,Port Phillip  Bay,2015-07-23,surface,9.4,36.0,,,,
1229,Central,Port Phillip  Bay,2015-07-23,surface,,,1.5,200.0,49.0,60.0
1229,Central,Port Phillip  Bay,2015-07-23,surface,9.0,36.0,,,,
1911,Corio,Port Phillip  Bay,2015-07-23,surface,,,2.9,230.0,60.0,70.0
1911,Corio,Port Phillip  Bay,2015-07-23,surface,8.9,37.0,,,,
1991,Hobsons Bay,Port Phillip  Bay,2015-07-23,surface,,,7.8,320.0,75.0,90.0
1991,Hobsons Bay,Port Phillip  Bay,2015-07-23,surface,9.4,35.0,,,,
2096,Newport,Port Phillip  Bay,2015-07-23,surface,,,6.8,460.0,85.0,100.0
2096,Newport,Port Phillip  Bay,2015-07-23,surface,9.2,30.0,,,,
369,Long Reef,Port Phillip  Bay,2015-08-19,surface,,,1.3,190.0,71.0,80.0
369,Long Reef,Port Phillip  Bay,2015-08-19,surface,9.4,37.0,,,,
939,Patterson River,Port Phillip  Bay,2015-08-19,surface,,,2.2,220.0,51.0,70.0
939,Patterson River,Port Phillip  Bay,2015-08-19,surface,9.4,36.0,,,,
1229,Central,Port Phillip  Bay,2015-08-19,surface,,,1.7,200.0,46.0,60.0
