site_id,site_name_short,water_body,date,type,do_mg,sal,tss,n_total,p_po4,p_total
2096,Newport,Port Phillip  Bay,2010-07-17,surface,8.3,30.0,5.2,430.0,44.0,64.0
2098,Middle Ground Shelf,Port Phillip  Bay,2010-07-20,surface,8.3,36.0,0.19,140.0,36.0,47.0
2099,Sorrento,Port Phillip  Bay,2010-07-20,surface,8.3,36.0,0.19,130.0,28.0,30.0
2100,Popes Eye,Port Phillip  Bay,2010-07-20,surface,8.3,36.0,0.19,130.0,33.0,38.0
939,Patterson River,Port Phillip  Bay,2010-08-13,surface,8.7,33.0,5.0,340.0,49.0,67.0
1229,Central,Port Phillip  Bay,2010-08-13,surface,8.5,37.0,0.86,130.0,41.0,55.0
1282,Dromana,Port Phillip  Bay,2010-08-13,surface,8.5,36.0,0.78,140.0,33.0,45.0
2097,DMG (B),Port Phillip  Bay,2010-08-13,surface,8.5,37.0,0.77,130.0,43.0,55.0
2098,Middle Ground Shelf,Port Phillip  Bay,2010-08-13,surface,8.5,36.0,0.58,130.0,34.0,45.0
2099,Sorrento,Port Phillip  Bay,2010-08-13,surface,8.5,36.0,0.77,120.0,30.0,39.0
2100,Popes Eye,Port Phillip  Bay,2010-08-13,surface,8.3,36.0,3.1,120.0,23.0,34.0
369,Long Reef,Port Phillip  Bay,2010-08-17,surface,8.4,37.0,1.3,240.0,93.0,110.0
1911,Corio,Port Phillip  Bay,2010-08-17,surface,8.5,37.0,0.77,160.0,52.0,64.0
1991,Hobsons Bay,Port Phillip  Bay,2010-08-19,surface,8.3,34.0,3.7,280.0,43.0,58.0
2096,Newport,Port Phillip  Bay,2010-08-19,surface,8.3,30.0,7.0,500.0,43.0,64.0
1282,Dromana,Port Phillip  Bay,2010-09-14,surface,8.5,35.0,0.58,150.0,28.0,42.0
2098,Middle Ground Shelf,Port Phillip  Bay,2010-09-14,surface,8.7,36.0,0.39,140.0,30.0,46.0
2099,Sorrento,Port Phillip  Bay,2010-09-14,surface,8.5,36.0,1.2,110.0,16.0,27.0
2100,Popes Eye,Port Phillip  Bay,2010-09-14,surface,8.3,35.0,1.9,81.0,1.7,12.0
369,Long Reef,Port Phillip  Bay,2010-09-23,surface,8.2,37.0,0.58,170.0,51.0,68.0
1229,Central,Port Phillip  Bay,2010-09-23,surface,8.4,36.0,0.38,140.0,36.0,51.0
1911,Corio,Port Phillip  Bay,2010-09-23,surface,8.3,37.0,0.79,160.0,48.0,62.0
2097,DMG (B),Port Phillip  Bay,2010-09-23,surface,8.4,36.0,0.68,140.0,37.0,53.0
939,Patterson River,Port Phillip  Bay,2010-09-24,surface,8.3,35.0,0.57,160.0,35.0,50.0
1991,Hobsons Bay,Port Phillip  Bay,2010-09-24,surface,8.3,35.0,1.1,210.0,80.0,100.0
2096,Newport,Port Phillip  Bay,2010-09-24,surface,7.8,28.0,7.5,440.0,63.0,93.0
369,Long Reef,Port Phillip  Bay,2010-10-14,surface,7.7,36.0,0.78,210.0,130.0,150.0
1229,Central,Port Phillip  Bay,2010-10-14,surface,8.0,36.0,0.39,140.0,39.0,52.0
1911,Corio,Port Phillip  Bay,2010-10-14,surface,7.6,36.0,1.1,180.0,48.0,65.0
2097,DMG (B),Port Phillip  Bay,2010-10-14,surface,8.0,36.0,0.39,140.0,38.0,51.0
1282,Dromana,Port Phillip  Bay,2010-10-19,surface,8.0,36.0,0.58,120.0,24.0,31.0
2098,Middle Ground Shelf,Port Phillip  Bay,2010-10-19,surface,7.8,36.0,0.67,120.0,27.0,37.0
2099,Sorrento,Port Phillip  Bay,2010-10-19,surface,8.1,36.0,0.86,110.0,16.0,29.0
2100,Popes Eye,Port Phillip  Bay,2010-10-19,surface,8.0,35.0,1.8,97.0,5.4,15.0
939,Patterson River,Port Phillip  Bay,2010-10-20,surface,7.8,35.0,1.1,170.0,43.0,58.0
1991,Hobsons Bay,Port Phillip  Bay,2010-10-20,surface,7.6,35.0,3.8,240.0,76.0,97.0
2096,Newport,Port Phillip  Bay,2010-10-20,surface,8.0,10.0,26.0,1200.0,25.0,76.0
1282,Dromana,Port Phillip  Bay,2010-11-19,surface,7.5,36.0,1.2,150.0,31.0,49.0
2098,Middle Ground Shelf,Port Phillip  Bay,2010-11-19,surface,7.5,36.0,0.77,130.0,31.0,50.0
2099,Sorrento,Port Phillip  Bay,2010-11-19,surface,7.8,36.0,0.78,110.0,20.0,33.0
2100,Popes Eye,Port Phillip  Bay,2010-11-19,surface,7.8,36.0,1.6,120.0,19.0,34.0
369,Long Reef,Port Phillip  Bay,2010-11-20,surface,7.3,36.0,1.5,200.0,57.0,87.0
1911,Corio,Port Phillip  Bay,2010-11-20,surface,8.1,36.0,0.96,190.0,44.0,63.0
939,Patterson River,Port Phillip  Bay,2010-11-22,surface,7.5,35.0,1.0,140.0,37.0,58.0
1229,Central,Port Phillip  Bay,2010-11-22,surface,7.9,35.0,1.1,170.0,39.0,66.0
2097,DMG (B),Port Phillip  Bay,2010-11-22,surface,8.3,35.0,1.3,190.0,44.0,75.0
1991,Hobsons Bay,Port Phillip  Bay,2010-11-23,surface,7.4,34.0,3.7,480.0,43.0,150.0
2096,Newport,Port Phillip  Bay,2010-11-23,surface,6.7,31.0,6.2,410.0,48.0,80.0
939,Patterson River,Port Phillip  Bay,2010-12-14,surface,6.9,35.0,2.2,130.0,37.0,60.0
1229,Central,Port Phillip  Bay,2010-12-14,surface,7.3,35.0,0.87,130.0,32.0,50.0
1991,Hobsons Bay,Port Phillip  Bay,2010-12-14,surface,7.6,33.0,2.4,230.0,35.0,63.0
2096,Newport,Port Phillip  Bay,2010-12-14,surface,6.2,11.0,18.0,1200.0,36.0,93.0
2097,DMG (B),Port Phillip  Bay,2010-12-14,surface,7.1,35.0,1.1,130.0,37.0,55.0
369,Long Reef,Port Phillip  Bay,2010-12-22,surface,7.0,35.0,1.5,260.0,72.0,94.0
1911,Corio,Port Phillip  Bay,2010-12-22,surface,8.2,35.0,2.7,210.0,68.0,99.0
2098,Middle Ground Shelf,Port Phillip  Bay,2010-12-22,surface,7.5,35.0,0.77,130.0,34.0,49.0
2099,Sorrento,Port Phillip  Bay,2010-12-22,surface,7.6,35.0,1.5,110.0,21.0,38.0
2100,Popes Eye,Port Phillip  Bay,2010-12-22,surface,7.6,35.0,2.2,91.0,13.0,24.0
1282,Dromana,Port Phillip  Bay,2010-12-23,surface,7.6,35.0,0.67,120.0,23.0,39.0
369,Long Reef,Port Phillip  Bay,2011-01-20,surface,6.7,35.0,0.48,260.0,78.0,98.0
939,Patterson River,Port Phillip  Bay,2011-01-20,surface,6.2,34.0,0.68,220.0,46.0,60.0
1229,Central,Port Phillip  Bay,2011-01-20,surface,7.4,34.0,0.77,200.0,41.0,59.0
1911,Corio,Port Phillip  Bay,2011-01-20,surface,7.9,35.0,0.87,240.0,72.0,92.0
2097,DMG (B),Port Phillip  Bay,2011-01-20,surface,8.4,32.0,1.5,290.0,52.0,78.0
1991,Hobsons Bay,Port Phillip  Bay,2011-01-21,surface,5.4,28.0,5.3,540.0,56.0,79.0
2096,Newport,Port Phillip  Bay,2011-01-21,surface,5.2,21.0,10.0,840.0,16.0,79.0
1282,Dromana,Port Phillip  Bay,2011-01-25,surface,6.6,35.0,1.1,160.0,41.0,53.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-01-25,surface,6.9,35.0,0.29,140.0,37.0,44.0
2099,Sorrento,Port Phillip  Bay,2011-01-25,surface,7.0,35.0,0.29,120.0,22.0,27.0
2100,Popes Eye,Port Phillip  Bay,2011-01-25,surface,6.9,35.0,0.96,150.0,36.0,43.0
939,Patterson River,Port Phillip  Bay,2011-02-16,surface,7.0,34.0,1.2,190.0,39.0,57.0
1229,Central,Port Phillip  Bay,2011-02-16,surface,7.1,34.0,1.1,220.0,38.0,61.0
1991,Hobsons Bay,Port Phillip  Bay,2011-02-16,surface,6.7,32.0,2.8,360.0,47.0,85.0
2096,Newport,Port Phillip  Bay,2011-02-16,surface,5.7,17.0,6.8,710.0,43.0,81.0
2097,DMG (B),Port Phillip  Bay,2011-02-16,surface,7.1,34.0,1.2,210.0,41.0,68.0
369,Long Reef,Port Phillip  Bay,2011-02-17,surface,7.3,34.0,1.1,340.0,150.0,180.0
1911,Corio,Port Phillip  Bay,2011-02-17,surface,7.1,35.0,0.68,230.0,72.0,94.0
1282,Dromana,Port Phillip  Bay,2011-02-18,surface,6.8,35.0,0.87,170.0,40.0,57.0
2099,Sorrento,Port Phillip  Bay,2011-02-18,surface,7.0,35.0,0.58,140.0,24.0,37.0
2100,Popes Eye,Port Phillip  Bay,2011-02-18,surface,7.0,35.0,0.87,130.0,22.0,35.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-02-22,surface,6.7,35.0,1.2,170.0,40.0,56.0
369,Long Reef,Port Phillip  Bay,2011-03-18,surface,7.2,35.0,2.0,240.0,120.0,140.0
1282,Dromana,Port Phillip  Bay,2011-03-18,surface,6.9,35.0,0.67,170.0,40.0,55.0
1911,Corio,Port Phillip  Bay,2011-03-18,surface,6.6,35.0,1.9,220.0,70.0,91.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-03-18,surface,7.1,35.0,0.58,160.0,37.0,55.0
2099,Sorrento,Port Phillip  Bay,2011-03-18,surface,7.0,35.0,0.69,130.0,27.0,41.0
939,Patterson River,Port Phillip  Bay,2011-03-22,surface,7.0,34.0,1.5,230.0,43.0,66.0
1229,Central,Port Phillip  Bay,2011-03-22,surface,7.3,35.0,0.58,170.0,43.0,63.0
1991,Hobsons Bay,Port Phillip  Bay,2011-03-22,surface,7.4,33.0,2.2,250.0,35.0,73.0
2096,Newport,Port Phillip  Bay,2011-03-22,surface,6.7,32.0,8.4,330.0,42.0,79.0
2097,DMG (B),Port Phillip  Bay,2011-03-22,surface,7.3,35.0,0.97,170.0,42.0,63.0
2100,Popes Eye,Port Phillip  Bay,2011-03-22,surface,7.1,35.0,0.58,83.0,3.4,11.0
369,Long Reef,Port Phillip  Bay,2011-04-15,surface,7.6,35.0,0.88,180.0,56.0,75.0
1911,Corio,Port Phillip  Bay,2011-04-15,surface,7.6,35.0,0.69,200.0,66.0,85.0
2099,Sorrento,Port Phillip  Bay,2011-04-15,surface,7.5,35.0,0.58,110.0,22.0,32.0
2100,Popes Eye,Port Phillip  Bay,2011-04-15,surface,7.5,35.0,0.98,140.0,35.0,48.0
939,Patterson River,Port Phillip  Bay,2011-04-19,surface,7.6,33.0,1.2,200.0,45.0,64.0
1229,Central,Port Phillip  Bay,2011-04-19,surface,7.6,35.0,0.39,160.0,55.0,75.0
1991,Hobsons Bay,Port Phillip  Bay,2011-04-19,surface,7.5,34.0,1.5,200.0,47.0,71.0
2096,Newport,Port Phillip  Bay,2011-04-19,surface,6.5,33.0,5.9,280.0,52.0,78.0
2097,DMG (B),Port Phillip  Bay,2011-04-19,surface,7.5,35.0,0.29,170.0,52.0,71.0
1282,Dromana,Port Phillip  Bay,2011-04-20,surface,7.5,34.0,1.1,170.0,42.0,59.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-04-20,surface,7.4,35.0,0.39,150.0,29.0,42.0
1282,Dromana,Port Phillip  Bay,2011-05-18,surface,8.6,33.0,1.1,200.0,38.0,53.0
939,Patterson River,Port Phillip  Bay,2011-05-20,surface,9.0,32.0,3.0,270.0,43.0,71.0
1229,Central,Port Phillip  Bay,2011-05-20,surface,8.3,35.0,0.97,160.0,57.0,73.0
1991,Hobsons Bay,Port Phillip  Bay,2011-05-20,surface,8.1,32.0,3.4,240.0,51.0,70.0
2096,Newport,Port Phillip  Bay,2011-05-20,surface,7.7,24.0,9.1,620.0,40.0,73.0
2097,DMG (B),Port Phillip  Bay,2011-05-20,surface,8.1,35.0,1.4,160.0,55.0,72.0
369,Long Reef,Port Phillip  Bay,2011-05-26,surface,7.9,35.0,1.7,190.0,74.0,90.0
1911,Corio,Port Phillip  Bay,2011-05-26,surface,8.0,35.0,1.6,190.0,67.0,81.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-05-26,surface,8.0,35.0,0.59,130.0,29.0,41.0
2099,Sorrento,Port Phillip  Bay,2011-05-26,surface,8.1,35.0,1.1,120.0,23.0,31.0
2100,Popes Eye,Port Phillip  Bay,2011-05-26,surface,8.1,35.0,0.68,150.0,38.0,48.0
369,Long Reef,Port Phillip  Bay,2011-06-24,surface,8.5,35.0,0.87,180.0,59.0,70.0
1911,Corio,Port Phillip  Bay,2011-06-24,surface,8.5,35.0,0.68,190.0,66.0,76.0
2100,Popes Eye,Port Phillip  Bay,2011-06-24,surface,8.2,35.0,1.2,150.0,37.0,52.0
939,Patterson River,Port Phillip  Bay,2011-06-27,surface,8.6,34.0,0.78,180.0,49.0,65.0
1282,Dromana,Port Phillip  Bay,2011-06-27,surface,8.5,34.0,1.6,190.0,48.0,68.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-06-27,surface,8.3,34.0,0.88,160.0,43.0,59.0
2099,Sorrento,Port Phillip  Bay,2011-06-27,surface,8.4,35.0,0.78,120.0,29.0,39.0
1229,Central,Port Phillip  Bay,2011-06-28,surface,8.1,35.0,0.69,170.0,52.0,71.0
1991,Hobsons Bay,Port Phillip  Bay,2011-06-28,surface,8.4,35.0,1.4,180.0,50.0,62.0
2096,Newport,Port Phillip  Bay,2011-06-28,surface,8.0,31.0,5.9,260.0,46.0,62.0
2097,DMG (B),Port Phillip  Bay,2011-06-28,surface,8.3,35.0,0.69,160.0,51.0,69.0
939,Patterson River,Port Phillip  Bay,2011-07-27,surface,9.3,33.0,1.7,170.0,36.0,57.0
1229,Central,Port Phillip  Bay,2011-07-27,surface,8.8,34.0,0.88,140.0,44.0,61.0
1282,Dromana,Port Phillip  Bay,2011-07-27,surface,8.6,34.0,0.57,140.0,36.0,54.0
2097,DMG (B),Port Phillip  Bay,2011-07-27,surface,9.0,34.0,1.2,160.0,51.0,71.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-07-27,surface,8.7,35.0,0.78,130.0,29.0,48.0
2099,Sorrento,Port Phillip  Bay,2011-07-27,surface,8.6,35.0,0.77,120.0,22.0,35.0
2100,Popes Eye,Port Phillip  Bay,2011-07-27,surface,8.3,35.0,0.88,88.0,7.3,17.0
369,Long Reef,Port Phillip  Bay,2011-07-28,surface,9.2,35.0,0.87,380.0,120.0,130.0
1911,Corio,Port Phillip  Bay,2011-07-28,surface,8.9,35.0,0.88,180.0,60.0,73.0
1991,Hobsons Bay,Port Phillip  Bay,2011-07-29,surface,8.8,30.0,4.4,280.0,35.0,59.0
2096,Newport,Port Phillip  Bay,2011-07-29,surface,9.7,32.0,7.0,900.0,10.0,54.0
939,Patterson River,Port Phillip  Bay,2011-08-24,surface,8.8,34.0,1.6,170.0,41.0,64.0
1229,Central,Port Phillip  Bay,2011-08-24,surface,8.5,34.0,0.67,130.0,38.0,56.0
1911,Corio,Port Phillip  Bay,2011-08-24,surface,8.9,35.0,1.3,180.0,52.0,71.0
2097,DMG (B),Port Phillip  Bay,2011-08-24,surface,8.6,34.0,1.2,150.0,45.0,59.0
1991,Hobsons Bay,Port Phillip  Bay,2011-08-25,surface,8.3,33.0,3.7,200.0,45.0,65.0
2096,Newport,Port Phillip  Bay,2011-08-25,surface,8.0,33.0,5.4,220.0,45.0,61.0
369,Long Reef,Port Phillip  Bay,2011-08-26,surface,8.6,35.0,1.5,250.0,97.0,120.0
1282,Dromana,Port Phillip  Bay,2011-08-26,surface,8.2,34.0,1.7,170.0,40.0,64.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-08-26,surface,8.4,34.0,1.2,140.0,36.0,55.0
2099,Sorrento,Port Phillip  Bay,2011-08-26,surface,8.5,35.0,0.69,100.0,15.0,27.0
2100,Popes Eye,Port Phillip  Bay,2011-08-26,surface,8.2,35.0,0.39,85.0,6.3,11.0
939,Patterson River,Port Phillip  Bay,2011-09-15,surface,8.4,34.0,1.8,180.0,47.0,61.0
1229,Central,Port Phillip  Bay,2011-09-15,surface,8.3,34.0,0.98,160.0,45.0,59.0
1282,Dromana,Port Phillip  Bay,2011-09-15,surface,8.2,34.0,0.98,140.0,38.0,49.0
2097,DMG (B),Port Phillip  Bay,2011-09-15,surface,8.3,34.0,0.98,150.0,47.0,60.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-09-16,surface,8.3,35.0,0.39,130.0,31.0,44.0
2099,Sorrento,Port Phillip  Bay,2011-09-16,surface,8.3,35.0,1.3,110.0,16.0,24.0
2100,Popes Eye,Port Phillip  Bay,2011-09-16,surface,8.0,36.0,2.0,76.0,4.1,11.0
369,Long Reef,Port Phillip  Bay,2011-09-21,surface,8.1,35.0,1.5,190.0,82.0,99.0
1911,Corio,Port Phillip  Bay,2011-09-21,surface,8.0,35.0,0.99,190.0,58.0,73.0
1991,Hobsons Bay,Port Phillip  Bay,2011-09-21,surface,8.0,34.0,1.2,190.0,57.0,71.0
2096,Newport,Port Phillip  Bay,2011-09-21,surface,7.9,31.0,3.0,290.0,48.0,65.0
939,Patterson River,Port Phillip  Bay,2011-10-18,surface,8.0,33.0,1.4,200.0,34.0,61.0
1229,Central,Port Phillip  Bay,2011-10-18,surface,8.0,35.0,0.49,150.0,40.0,55.0
2096,Newport,Port Phillip  Bay,2011-10-18,surface,7.5,29.0,4.5,330.0,47.0,70.0
2097,DMG (B),Port Phillip  Bay,2011-10-18,surface,8.1,34.0,0.77,220.0,54.0,74.0
1991,Hobsons Bay,Port Phillip  Bay,2011-10-23,surface,7.5,32.0,3.3,250.0,50.0,69.0
369,Long Reef,Port Phillip  Bay,2011-10-26,surface,6.9,34.0,8.7,360.0,180.0,210.0
1911,Corio,Port Phillip  Bay,2011-10-26,surface,7.9,35.0,1.7,200.0,57.0,76.0
2099,Sorrento,Port Phillip  Bay,2011-10-26,surface,7.9,35.0,0.78,130.0,26.0,38.0
2100,Popes Eye,Port Phillip  Bay,2011-10-26,surface,7.8,35.0,0.97,100.0,20.0,29.0
1282,Dromana,Port Phillip  Bay,2011-10-27,surface,7.7,35.0,0.69,140.0,35.0,49.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-10-27,surface,7.7,34.0,0.78,150.0,32.0,49.0
939,Patterson River,Port Phillip  Bay,2011-11-21,surface,7.9,32.0,2.9,230.0,39.0,65.0
1229,Central,Port Phillip  Bay,2011-11-21,surface,7.4,34.0,1.1,160.0,49.0,67.0
2097,DMG (B),Port Phillip  Bay,2011-11-21,surface,7.3,34.0,0.96,160.0,45.0,64.0
369,Long Reef,Port Phillip  Bay,2011-11-22,surface,6.9,35.0,1.9,210.0,67.0,90.0
1911,Corio,Port Phillip  Bay,2011-11-22,surface,7.3,35.0,3.3,230.0,55.0,80.0
1991,Hobsons Bay,Port Phillip  Bay,2011-11-22,surface,7.2,33.0,1.9,210.0,51.0,73.0
2096,Newport,Port Phillip  Bay,2011-11-22,surface,6.3,29.0,5.7,260.0,51.0,72.0
1282,Dromana,Port Phillip  Bay,2011-11-24,surface,7.3,35.0,3.9,140.0,31.0,44.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-11-24,surface,7.3,35.0,0.8,130.0,36.0,48.0
2099,Sorrento,Port Phillip  Bay,2011-11-24,surface,7.5,35.0,0.88,110.0,21.0,32.0
2100,Popes Eye,Port Phillip  Bay,2011-11-24,surface,7.5,36.0,0.39,94.0,6.0,14.0
369,Long Reef,Port Phillip  Bay,2011-12-15,surface,7.3,34.0,1.7,200.0,68.0,87.0
1229,Central,Port Phillip  Bay,2011-12-15,surface,7.4,34.0,1.2,160.0,40.0,57.0
1911,Corio,Port Phillip  Bay,2011-12-15,surface,7.3,35.0,2.5,200.0,60.0,76.0
2097,DMG (B),Port Phillip  Bay,2011-12-15,surface,7.4,34.0,0.79,180.0,48.0,66.0
2098,Middle Ground Shelf,Port Phillip  Bay,2011-12-16,surface,7.4,34.0,0.87,150.0,35.0,49.0
2099,Sorrento,Port Phillip  Bay,2011-12-16,surface,7.4,35.0,1.4,120.0,24.0,32.0
2100,Popes Eye,Port Phillip  Bay,2011-12-16,surface,7.3,35.0,1.3,120.0,25.0,36.0
1991,Hobsons Bay,Port Phillip  Bay,2011-12-20,surface,6.9,33.0,2.7,210.0,51.0,72.0
2096,Newport,Port Phillip  Bay,2011-12-20,surface,6.1,29.0,5.3,360.0,48.0,75.0
939,Patterson River,Port Phillip  Bay,2011-12-21,surface,7.2,34.0,0.88,170.0,40.0,54.0
1282,Dromana,Port Phillip  Bay,2011-12-21,surface,7.3,34.0,1.4,170.0,35.0,48.0
369,Long Reef,Port Phillip  Bay,2012-01-19,surface,7.2,35.0,1.8,260.0,95.0,130.0
939,Patterson River,Port Phillip  Bay,2012-01-19,surface,6.9,34.0,1.4,200.0,28.0,66.0
1229,Central,Port Phillip  Bay,2012-01-19,surface,7.0,34.0,1.2,180.0,44.0,70.0
1911,Corio,Port Phillip  Bay,2012-01-19,surface,6.6,35.0,1.4,230.0,63.0,92.0
1282,Dromana,Port Phillip  Bay,2012-01-20,surface,7.0,34.0,0.68,170.0,39.0,54.0
2100,Popes Eye,Port Phillip  Bay,2012-01-20,surface,7.2,36.0,0.39,77.0,1.7,2.8
1991,Hobsons Bay,Port Phillip  Bay,2012-01-24,surface,6.7,33.0,4.3,230.0,49.0,77.0
2096,Newport,Port Phillip  Bay,2012-01-24,surface,6.8,30.0,4.9,310.0,38.0,74.0
939,Patterson River,Port Phillip  Bay,2012-02-19,surface,6.7,34.0,1.2,180.0,50.0,69.0
1282,Dromana,Port Phillip  Bay,2012-02-19,surface,6.7,35.0,0.58,160.0,43.0,63.0
1911,Corio,Port Phillip  Bay,2012-02-20,surface,6.8,36.0,2.2,220.0,66.0,94.0
1991,Hobsons Bay,Port Phillip  Bay,2012-02-20,surface,7.0,33.0,1.6,210.0,46.0,75.0
2096,Newport,Port Phillip  Bay,2012-02-20,surface,6.0,29.0,3.5,380.0,48.0,80.0
2100,Popes Eye,Port Phillip  Bay,2012-02-20,surface,7.0,35.0,0.87,130.0,21.0,34.0
369,Long Reef,Port Phillip  Bay,2012-02-21,surface,6.6,36.0,2.4,350.0,110.0,150.0
1229,Central,Port Phillip  Bay,2012-02-21,surface,6.8,35.0,0.58,130.0,40.0,47.0
369,Long Reef,Port Phillip  Bay,2012-03-29,surface,7.2,35.0,1.1,330.0,170.0,190.0
939,Patterson River,Port Phillip  Bay,2012-03-29,surface,7.3,35.0,1.1,190.0,45.0,64.0
1229,Central,Port Phillip  Bay,2012-03-29,surface,7.1,35.0,0.9,160.0,51.0,65.0
1282,Dromana,Port Phillip  Bay,2012-03-29,surface,7.1,35.0,1.2,150.0,41.0,52.0
1911,Corio,Port Phillip  Bay,2012-03-29,surface,7.3,36.0,1.3,210.0,76.0,94.0
2100,Popes Eye,Port Phillip  Bay,2012-03-29,surface,7.1,35.0,1.4,130.0,27.0,39.0
1991,Hobsons Bay,Port Phillip  Bay,2012-03-30,surface,7.0,34.0,2.3,200.0,57.0,73.0
2096,Newport,Port Phillip  Bay,2012-03-30,surface,6.4,33.0,6.5,270.0,60.0,78.0
369,Long Reef,Port Phillip  Bay,2012-04-20,surface,8.2,35.0,2.8,350.0,180.0,210.0
939,Patterson River,Port Phillip  Bay,2012-04-20,surface,7.3,34.0,0.59,170.0,51.0,63.0
1229,Central,Port Phillip  Bay,2012-04-20,surface,7.3,35.0,0.39,200.0,55.0,70.0
1911,Corio,Port Phillip  Bay,2012-04-20,surface,7.6,36.0,0.78,220.0,77.0,95.0
1991,Hobsons Bay,Port Phillip  Bay,2012-04-20,surface,7.5,35.0,0.97,180.0,67.0,80.0
2096,Newport,Port Phillip  Bay,2012-04-20,surface,7.0,31.0,3.0,300.0,62.0,82.0
1282,Dromana,Port Phillip  Bay,2012-04-23,surface,7.2,35.0,0.88,160.0,47.0,60.0
2100,Popes Eye,Port Phillip  Bay,2012-04-23,surface,7.1,36.0,0.88,130.0,15.0,22.0
1229,Central,Port Phillip  Bay,2012-06-01,surface,8.0,35.0,0.78,150.0,41.0,54.0
1991,Hobsons Bay,Port Phillip  Bay,2012-06-01,surface,8.4,34.0,2.1,330.0,120.0,140.0
2096,Newport,Port Phillip  Bay,2012-06-01,surface,7.9,33.0,5.8,300.0,93.0,110.0
939,Patterson River,Port Phillip  Bay,2012-06-06,surface,8.0,35.0,0.68,160.0,50.0,59.0
1282,Dromana,Port Phillip  Bay,2012-06-06,surface,7.8,35.0,0.77,160.0,45.0,58.0
369,Long Reef,Port Phillip  Bay,2012-06-07,surface,7.8,35.0,3.9,350.0,120.0,140.0
1911,Corio,Port Phillip  Bay,2012-06-07,surface,8.5,35.0,1.5,200.0,69.0,83.0
2100,Popes Eye,Port Phillip  Bay,2012-06-07,surface,7.7,35.0,1.5,110.0,12.0,19.0
939,Patterson River,Port Phillip  Bay,2012-07-23,surface,9.4,33.0,1.4,200.0,46.0,66.0
1229,Central,Port Phillip  Bay,2012-07-23,surface,8.7,34.0,0.39,140.0,44.0,57.0
1282,Dromana,Port Phillip  Bay,2012-07-23,surface,8.6,34.0,0.59,160.0,46.0,62.0
2100,Popes Eye,Port Phillip  Bay,2012-07-23,surface,8.0,36.0,1.4,92.0,8.7,13.0
369,Long Reef,Port Phillip  Bay,2012-07-24,surface,9.1,35.0,0.49,190.0,91.0,110.0
1911,Corio,Port Phillip  Bay,2012-07-24,surface,8.7,35.0,0.097,180.0,61.0,77.0
1991,Hobsons Bay,Port Phillip  Bay,2012-07-24,surface,8.6,33.0,1.8,190.0,50.0,64.0
2096,Newport,Port Phillip  Bay,2012-07-24,surface,8.5,32.0,5.0,260.0,47.0,64.0
1282,Dromana,Port Phillip  Bay,2012-08-20,surface,8.6,34.0,0.93,160.0,43.0,61.0
369,Long Reef,Port Phillip  Bay,2012-08-23,surface,8.3,34.0,1.2,280.0,100.0,120.0
1911,Corio,Port Phillip  Bay,2012-08-23,surface,8.3,34.0,0.64,190.0,56.0,74.0
1991,Hobsons Bay,Port Phillip  Bay,2012-08-23,surface,8.6,32.0,4.4,260.0,46.0,71.0
2096,Newport,Port Phillip  Bay,2012-08-23,surface,8.6,23.0,13.0,410.0,46.0,80.0
939,Patterson River,Port Phillip  Bay,2012-08-27,surface,9.1,29.0,5.4,360.0,27.0,63.0
1229,Central,Port Phillip  Bay,2012-08-27,surface,8.7,34.0,0.94,150.0,44.0,64.0
2100,Popes Eye,Port Phillip  Bay,2012-08-27,surface,8.7,35.0,1.7,140.0,34.0,48.0
939,Patterson River,Port Phillip  Bay,2012-10-02,surface,8.8,32.0,3.1,220.0,40.0,65.0
1229,Central,Port Phillip  Bay,2012-10-02,surface,8.2,34.0,0.96,160.0,40.0,56.0
1282,Dromana,Port Phillip  Bay,2012-10-02,surface,8.4,34.0,1.1,170.0,30.0,48.0
2100,Popes Eye,Port Phillip  Bay,2012-10-02,surface,8.1,36.0,0.58,82.0,3.6,11.0
369,Long Reef,Port Phillip  Bay,2012-10-03,surface,8.4,34.0,0.68,200.0,58.0,77.0
1911,Corio,Port Phillip  Bay,2012-10-03,surface,8.9,34.0,0.49,190.0,53.0,68.0
1991,Hobsons Bay,Port Phillip  Bay,2012-10-03,surface,8.2,31.0,1.5,220.0,47.0,68.0
2096,Newport,Port Phillip  Bay,2012-10-03,surface,8.7,17.0,5.0,560.0,26.0,44.0
939,Patterson River,Port Phillip  Bay,2012-10-29,surface,8.1,33.0,0.89,170.0,41.0,65.0
1229,Central,Port Phillip  Bay,2012-10-29,surface,7.9,34.0,0.68,150.0,41.0,60.0
1282,Dromana,Port Phillip  Bay,2012-10-29,surface,7.9,34.0,0.88,130.0,29.0,41.0
2100,Popes Eye,Port Phillip  Bay,2012-10-29,surface,7.9,35.0,1.1,92.0,6.7,16.0
